REPORT NUMBER,DATE,TIME,OFFENSE,ADDRESS
201730407,8/23/2017,1058,FRAUD/FALSE PRETENSES/SWINDLE,12000 BLK JEFFERSON AVE
201730408,8/23/2017,1103,TAMPERING WITH AUTO,800 BLK DAPHIA CIR
201730409,8/23/2017,1139,DAMAGE PROPERTY,0 BLK VALENTINE CT
201730410,8/23/2017,1145,LARCENY,0 BLK MAGNA CARTA DR
201756700,8/23/2017,1201,BURGLARY/B & E,700 BLK NANSEMOND DR
201730412,8/23/2017,1218,DAMAGE PROPERTY,4000 BLK MADISON AVE
201710014,8/23/2017,1308,THEFT PARTS FROM VEHICLE,0 BLK SYLVIA LN
201756698,8/23/2017,1315,ROBBERY,12500 BLK WARWICK BLVD
201730414,8/23/2017,1325,VEHICLE THEFT,100 BLK SOUTH AVE
201710015,8/23/2017,1338,LARCENY,14200 BLK WARWICK BLVD
201730415,8/23/2017,1343,THEFT FROM VEHICLE,300 BLK ST THOMAS DR
201730416,8/23/2017,1350,THEFT PARTS FROM VEHICLE,600 BLK 36TH ST
201730417,8/23/2017,1410,THEFT FROM VEHICLE,400 BLK LESTER RD
201730420,8/23/2017,1519,SHOPLIFTING,0 BLK HIDEN BLVD
201730421,8/23/2017,1539,TAMPERING WITH AUTO,100 BLK N REDWOOD CT
201730422,8/23/2017,1609,THEFT PARTS FROM VEHICLE,600 BLK DANIEL DR
201756701,8/23/2017,1721,FORGERY/COUNTERFEITING,15400 BLK WARWICK BLVD
201756702,8/23/2017,1722,TAMPERING WITH AUTO,12300 BLK JEFFERSON AVE
201756706,8/23/2017,1735,INTIMIDATION,300 BLK TAHOE DR
201756707,8/23/2017,1744,STOLEN PROPERTY OFFENSES,300 BLK 73RD ST
201756704,8/23/2017,1801,SIMPLE ASSAULT,300 BLK 72ND ST
201730423,8/23/2017,1816,THEFT FROM VEHICLE,12100 BLK JEFFERSON AVE
201756705,8/23/2017,1818,SIMPLE ASSAULT,1200 BLK WICKHAM AVE
201730424,8/23/2017,1826,THEFT FROM VEHICLE,100 BLK AMERICANA DR
201730425,8/23/2017,1843,LARCENY,2100 BLK ROANOKE AVE
201730426,8/23/2017,1855,LEAVING THE SCENE,12400 BLK JEFFERSON AVE
201730427,8/23/2017,1900,THEFT FROM VEHICLE,12400 BLK JEFFERSON AVE
201756709,8/23/2017,1937,SIMPLE ASSAULT,100 BLK SPAULDING DR
201730428,8/23/2017,1955,SHOPLIFTING,3000 BLK JEFFERSON AVE
201730430,8/23/2017,2017,SHOPLIFTING,300 BLK OYSTER POINT RD
201756708,8/23/2017,2111,DAMAGE PROPERTY,200 BLK LOCHAVEN DR
201730431,8/23/2017,2131,LARCENY,3800 BLK ROANOKE AVE
201756711,8/23/2017,2148,WEAPON OFFENSE,3800 BLK ROANOKE AVE
201756711,8/23/2017,2148,LARCENY,3800 BLK ROANOKE AVE
201756710,8/23/2017,2200,SIMPLE ASSAULT,0 BLK WRIGHT DR
201756703,8/23/2017,2200,SIMPLE ASSAULT,0 BLK BERNARDINE DR
201756712,8/23/2017,2235,SIMPLE ASSAULT,0 BLK COLBERTS LN
201730432,8/23/2017,2306,VEHICLE THEFT,11700 BLK JEFFERSON AVE
201730434,8/24/2017,0014,DRUG/NARCOTICS OFFENSES,0 BLK COLONY RD
201756715,8/24/2017,0148,BURGLARY/B & E,300 BLK CIRCUIT LN
201756714,8/24/2017,0209,DAMAGE PROPERTY,13200 BLK GIOVANNI CT
201756714,8/24/2017,0209,WEAPON OFFENSE,13200 BLK GIOVANNI CT
201756714,8/24/2017,0209,ROBBERY,13200 BLK GIOVANNI CT
201730436,8/24/2017,0412,FRAUD - IMPERSONATE,6300 BLK CHESTNUT AVE
201730437,8/24/2017,0717,VEHICLE THEFT,0 BLK TRAVERSE RD
201730439,8/24/2017,0853,DAMAGE PROPERTY,800 BLK LASSITER DR
201710013,8/24/2017,0900,ANNOYING PHONE CALLS,300 BLK CHESWICK CIR
201756716,8/24/2017,0914,KIDNAP/ABDUCTION,800 BLK 29TH ST
201756716,8/24/2017,0914,SIMPLE ASSAULT,800 BLK 29TH ST
201756717,8/24/2017,0927,SIMPLE ASSAULT,6000 BLK JEFFERSON AVE
201730440,8/24/2017,0936,TAMPERING WITH AUTO,900 BLK DAPHIA CIR
201756718,8/24/2017,0953,BURGLARY/B & E,1100 BLK BRIARFIELD RD
201730441,8/24/2017,1009,DAMAGE PROPERTY,1000 BLK 33RD ST
201730442,8/24/2017,1033,THEFT FROM VEHICLE,0 BLK TRAVERSE RD
201730443,8/24/2017,1057,FRAUD - IMPERSONATE,800 BLK GREYSTONE TRCE
201730444,8/24/2017,1100,ALL OTHER OFFENSES,11000 BLK WARWICK BLVD
201730446,8/24/2017,1122,FRAUD - IMPERSONATE,800 BLK GREYSTONE TRCE
201730447,8/24/2017,1132,LARCENY,1100 BLK 28TH ST
201730448,8/24/2017,1220,INTIMIDATION,0 BLK MAURY AVE
201730449,8/24/2017,1235,AGGRAVATED ASSAULT,CANON BLVD / THIMBLE SHOALS BLVD
201756719,8/24/2017,1339,LARCENY,7100 BLK WARWICK BLVD
201730452,8/24/2017,1414,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12100 BLK JEFFERSON AVE
201730454,8/24/2017,1434,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12100 BLK JEFFERSON AVE
201730453,8/24/2017,1434,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12100 BLK JEFFERSON AVE
201730455,8/24/2017,1445,SHOPLIFTING,300 BLK OYSTER POINT RD
201730456,8/24/2017,1456,THEFT FROM VEHICLE,800 BLK HENRICO CT
201756721,8/24/2017,1500,SIMPLE ASSAULT,CITY CENTER BLVD / JEFFERSON AVE
201730457,8/24/2017,1543,THEFT FROM VEHICLE,0 BLK SHIPS LNDG
201756720,8/24/2017,1550,OVERDOSE,500 BLK TURNBERRY BLVD
201730458,8/24/2017,1643,LARCENY,1200 BLK MOYER RD
201730459,8/24/2017,1652,DAMAGE PROPERTY,0 BLK ATKINS LN
201730460,8/24/2017,1713,LARCENY,500 BLK PURLIEU DR
201756722,8/24/2017,1737,SHOPLIFTING,500 BLK BLAND BLVD
201756723,8/24/2017,1742,DRUG/NARCOTICS OFFENSES,6100 BLK JEFFERSON AVE
201756726,8/24/2017,1851,SIMPLE ASSAULT,300 BLK HILLTOP DR
201756725,8/24/2017,1923,DRUG/NARCOTICS OFFENSES,35TH ST / ORCUTT AVE
201756725,8/24/2017,1923,FRAUD - IMPERSONATE,35TH ST / ORCUTT AVE
201756724,8/24/2017,1953,BURGLARY/B & E,2100 BLK GARNER TER
201710016,8/24/2017,2028,LARCENY,600 BLK PILOT HOUSE DR
201756727,8/24/2017,2030,LARCENY,12100 BLK JEFFERSON AVE
201730461,8/24/2017,2109,WEAPON OFFENSE,4700 BLK MARSHALL AVE
201756728,8/24/2017,2122,JUVENILE - RUNAWAY,3500 BLK ROANOKE AVE
201730463,8/24/2017,2252,LARCENY,5700 BLK CHESTNUT AVE
201730464,8/24/2017,2253,FRAUD - IMPERSONATE,800 BLK PINE TREE CT
201756729,8/24/2017,2253,WEAPON OFFENSE,21ST ST / CHESTNUT AVE
201756731,8/24/2017,2353,AGGRAVATED ASSAULT,13200 BLK AQUEDUCT DR
201756731,8/24/2017,2353,WEAPON OFFENSE,13200 BLK AQUEDUCT DR
201756731,8/24/2017,2353,DAMAGE PROPERTY,13200 BLK AQUEDUCT DR
201730465,8/25/2017,0027,VEHICLE THEFT,500 BLK MIKES LN
201756730,8/25/2017,0049,DRUG/NARCOTICS OFFENSES,100 BLK REGAL WAY
201756732,8/25/2017,0105,SIMPLE ASSAULT,0 BLK MINTON DR
201730466,8/25/2017,0135,DRUG/NARCOTICS OFFENSES,13200 BLK AQUEDUCT DR
201756733,8/25/2017,0205,VEHICLE THEFT,28TH ST / HUNTINGTON AVE
201730516,8/25/2017,0519,TAMPERING WITH AUTO,300 BLK HIDENWOOD DR
201730515,8/25/2017,0519,TAMPERING WITH AUTO,300 BLK HIDENWOOD DR
201756735,8/25/2017,0519,TAMPERING WITH AUTO,300 BLK HIDENWOOD DR
201730513,8/25/2017,0519,TAMPERING WITH AUTO,300 BLK HIDENWOOD DR
201730512,8/25/2017,0519,TAMPERING WITH AUTO,300 BLK HIDENWOOD DR
201730510,8/25/2017,0519,TAMPERING WITH AUTO,300 BLK HIDENWOOD DR
201730511,8/25/2017,0519,TAMPERING WITH AUTO,300 BLK HIDENWOOD DR
201756734,8/25/2017,0529,WEAPON OFFENSE,13000 BLK WARWICK BLVD
201756734,8/25/2017,0529,ROBBERY,13000 BLK WARWICK BLVD
201730468,8/25/2017,0714,THEFT FROM VEHICLE,400 BLK TURLINGTON RD
201730469,8/25/2017,0716,VEHICLE THEFT,600 BLK RIVER BEND CT
201756736,8/25/2017,0719,SIMPLE ASSAULT,2300 BLK ROANOKE AVE
201730470,8/25/2017,0754,THEFT FROM VEHICLE,700 BLK SUNNYWOOD RD
201730471,8/25/2017,0808,TAMPERING WITH AUTO,0 BLK MIDDLESEX RD
201730472,8/25/2017,0815,TAMPERING WITH AUTO,500 BLK BEECH DR
201756737,8/25/2017,0819,DECEASED PERSON,100 BLK HERMITAGE RD
201730473,8/25/2017,0821,TAMPERING WITH AUTO,500 BLK BEECH DR
201730473,8/25/2017,0821,THEFT FROM VEHICLE,500 BLK BEECH DR
201710017,8/25/2017,0831,THEFT FROM VEHICLE,800 BLK MASTERS TRL
201730474,8/25/2017,0832,LEAVING THE SCENE,700 BLK ANTRIM DR
201710018,8/25/2017,0845,THEFT FROM VEHICLE,400 BLK TYLER AVE
201756738,8/25/2017,0900,DAMAGE PROPERTY,5800 BLK JEFFERSON AVE
201730475,8/25/2017,0903,THEFT FROM VEHICLE,600 BLK RIVER BEND CT
201730477,8/25/2017,0939,TAMPERING WITH AUTO,500 BLK BEECH DR
201730478,8/25/2017,0943,VEHICLE THEFT,100 BLK POINT HERON DR
201730479,8/25/2017,0946,THEFT FROM VEHICLE,700 BLK SUNNYWOOD RD
201730480,8/25/2017,0953,VEHICLE THEFT,500 BLK BEECH DR
201730482,8/25/2017,1020,LEAVING THE SCENE,7700 BLK ORCUTT AVE
201756740,8/25/2017,1028,SIMPLE ASSAULT,0 BLK TEARDROP LN
201730486,8/25/2017,1041,LEAVING THE SCENE,38TH ST / HUNTINGTON AVE
201730487,8/25/2017,1042,DAMAGE PROPERTY,0 BLK DORSEY RD
201756741,8/25/2017,1105,JUVENILE - RUNAWAY,3300 BLK JEFFERSON AVE
201730488,8/25/2017,1122,VEHICLE THEFT,900 BLK 23RD ST
201730489,8/25/2017,1208,VEHICLE THEFT,700 BLK BELLOWS WAY
201756743,8/25/2017,1227,BURGLARY/B & E,800 BLK 14TH ST
201730490,8/25/2017,1228,THEFT FROM VEHICLE,0 BLK LYLISTON LN
201730492,8/25/2017,1330,VEHICLE THEFT,10100 BLK JEFFERSON AVE
201756745,8/25/2017,1342,DRUG/NARCOTICS OFFENSES,700 BLK MCLAWHORNE DR
201730495,8/25/2017,1427,LARCENY,0 BLK TRAVERSE RD
201730496,8/25/2017,1435,FRAUD - IMPERSONATE,5900 BLK JEFFERSON AVE
201730497,8/25/2017,1441,LEAVING THE SCENE,DENBIGH BLVD / WARWICK BLVD
201756744,8/25/2017,1453,SHOPLIFTING,2600 BLK JEFFERSON AVE
201756744,8/25/2017,1453,SIMPLE ASSAULT,2600 BLK JEFFERSON AVE
201756746,8/25/2017,1516,SIMPLE ASSAULT,7100 BLK WICKHAM AVE
201730500,8/25/2017,1520,SIMPLE ASSAULT,100 BLK RIVER MEWS DR
201730501,8/25/2017,1542,FRAUD/FALSE PRETENSES/SWINDLE,4900 BLK MERCURY BLVD
201756747,8/25/2017,1614,SIMPLE ASSAULT,0 BLK PATTON DR
201730502,8/25/2017,1624,TAMPERING WITH AUTO,600 BLK RIVER BEND CT
201730503,8/25/2017,1652,LARCENY,300 BLK CIRCLE DR
201756753,8/25/2017,1656,LARCENY,500 BLK BLAND BLVD
201710019,8/25/2017,1708,LARCENY,14200 BLK WARWICK BLVD
201730504,8/25/2017,1712,LARCENY,500 BLK WINDJAMMER CRES
201756748,8/25/2017,1720,"SEX ASSAULT, RAPE",13300 BLK PREAKNESS DR
201730505,8/25/2017,1736,DAMAGE PROPERTY,0 BLK DORSEY RD
201756749,8/25/2017,1745,AGGRAVATED ASSAULT,800 BLK FORREST DR
201730506,8/25/2017,1808,LEAVING THE SCENE,2500 BLK WICKHAM AVE
201730507,8/25/2017,1832,TAMPERING WITH AUTO,700 BLK BELLOWS WAY
201730508,8/25/2017,1852,THEFT FROM VEHICLE,700 BLK DRESDEN DR
201756750,8/25/2017,1901,BURGLARY/B & E,600 BLK IVY AVE
201756750,8/25/2017,1901,WEAPON OFFENSE,600 BLK IVY AVE
201756751,8/25/2017,1908,BURGLARY/B & E,5300 BLK ARLINGTON AVE
201710020,8/25/2017,1946,THEFT FROM VEHICLE,0 BLK BAYPORT WAY # 60
201756752,8/25/2017,1947,DAMAGE PROPERTY,1100 BLK 24TH ST
201756754,8/25/2017,2015,DAMAGE PROPERTY,1000 BLK 37TH ST
201730509,8/25/2017,2023,LEAVING THE SCENE,12100 BLK JEFFERSON AVE
201756755,8/25/2017,2120,DRUG/NARCOTICS OFFENSES,IVY FARMS RD / KENDALL DR
201756756,8/25/2017,2226,AGGRAVATED ASSAULT,300 BLK MAIN ST
201756757,8/25/2017,2237,SIMPLE ASSAULT,300 BLK HIDENWOOD DR
201756758,8/25/2017,2353,SIMPLE ASSAULT,0 BLK HENRY CLAY RD
201756759,8/26/2017,0013,CURFEW,ASHTON GREEN BLVD / WARWICK BLVD
201756761,8/26/2017,0159,DRUG/NARCOTICS OFFENSES,DELOICE CRES / DENBIGH BLVD
201756760,8/26/2017,0318,HABITUAL TRAFFIC OFFENDER,AQUEDUCT DR / COLONY RD
201756763,8/26/2017,0333,ROBBERY,0 BLK WILLIAMSON DR
201756764,8/26/2017,0520,INTIMIDATION,4500 BLK MARSHALL AVE
201710021,8/26/2017,0549,TAMPERING WITH AUTO,0 BLK 30TH ST
201730517,8/26/2017,0735,TAMPERING WITH AUTO,900 BLK 12TH ST
201730518,8/26/2017,0827,LARCENY,12300 BLK JEFFERSON AVE
201756765,8/26/2017,0841,TAMPERING WITH AUTO,900 BLK 12TH ST
201756767,8/26/2017,0930,ROBBERY,6200 BLK CHESTNUT AVE
201730519,8/26/2017,0931,SIMPLE ASSAULT,100 BLK QUARTER TRL
201730520,8/26/2017,0949,THEFT PARTS FROM VEHICLE,0 BLK KENDALL DR
201756769,8/26/2017,1014,TRAFFIC FATALITY,700 BLK J CLYDE MORRIS BLVD
201756766,8/26/2017,1022,FRAUD - IMPERSONATE,800 BLK SUNDOWN LN
201756768,8/26/2017,1045,INTIMIDATION,500 BLK 22ND ST
201730521,8/26/2017,1049,LEAVING THE SCENE,12100 BLK JEFFERSON AVE
201730765,8/26/2017,1108,SIMPLE ASSAULT,300 BLK 51ST ST
201730522,8/26/2017,1222,DAMAGE PROPERTY,14500 BLK OLD COURTHOUSE WAY
201730523,8/26/2017,1258,DAMAGE PROPERTY,400 BLK DENBIGH BLVD
201756771,8/26/2017,1301,VEH RECOVERY(OUT OF JURIS),14200 BLK PENRITH LN
201756773,8/26/2017,1438,LARCENY,500 BLK HARPERSVILLE RD
201756773,8/26/2017,1438,DRUG/NARCOTICS OFFENSES,500 BLK HARPERSVILLE RD
201756772,8/26/2017,1445,SIMPLE ASSAULT,2200 BLK CHESTNUT AVE
201730524,8/26/2017,1457,LARCENY,500 BLK TINSLEY CT
201756770,8/26/2017,1528,"SEX ASSAULT, RAPE",3400 BLK ROANOKE AVE
201756775,8/26/2017,1530,SIMPLE ASSAULT,500 BLK BELLWOOD RD
201710022,8/26/2017,1552,LARCENY,14200 BLK WARWICK BLVD
201756776,8/26/2017,1630,DAMAGE PROPERTY,2100 BLK GARNER TER
201756777,8/26/2017,1701,SIMPLE ASSAULT,900 BLK 17TH ST
201730527,8/26/2017,1742,THEFT PARTS FROM VEHICLE,0 BLK WELLESLEY DR
201730528,8/26/2017,1844,SHOPLIFTING,300 BLK OYSTER POINT RD
201756780,8/26/2017,1925,SIMPLE ASSAULT,300 BLK 51ST ST
201730529,8/26/2017,1929,DRUG/NARCOTICS OFFENSES,300 BLK HIDENWOOD DR
201756779,8/26/2017,2000,DAMAGE PROPERTY,5900 BLK MADISON AVE
201730531,8/26/2017,2012,SHOPLIFTING,11700 BLK JEFFERSON AVE
201756783,8/26/2017,2029,DRUG/NARCOTICS OFFENSES,400 BLK STALLINGS CT
201756782,8/26/2017,2110,SIMPLE ASSAULT,100 BLK TYLER AVE
201756784,8/26/2017,2159,DAMAGE PROPERTY,300 BLK WESLEY POND CT
201756784,8/26/2017,2159,BURGLARY/B & E,300 BLK WESLEY POND CT
201756784,8/26/2017,2159,SIMPLE ASSAULT,300 BLK WESLEY POND CT
201756781,8/26/2017,2200,INTIMIDATION,0 BLK RIVERLANDS DR
201756785,8/26/2017,2216,JUVENILE - RUNAWAY,600 BLK MCLAW DR
201730532,8/26/2017,2334,SIMPLE ASSAULT,0 BLK SPUR DR
201730533,8/27/2017,0040,THEFT FROM VEHICLE,400 BLK CRESCENT WAY
201756786,8/27/2017,0132,MISSING PERSON,500 BLK HOLLINS CT
201730534,8/27/2017,0326,LEAVING THE SCENE,JEFFERSON AVE / MERCURY BLVD
201756787,8/27/2017,0823,LARCENY,11000 BLK JEFFERSON AVE
201730535,8/27/2017,0841,VEH RECOVERY(OUT OF JURIS),4700 BLK JEFFERSON AVE
201730536,8/27/2017,0903,DAMAGE PROPERTY,2500 BLK CHESTNUT AVE
201756791,8/27/2017,0934,DAMAGE PROPERTY,13200 BLK AQUEDUCT DR
201756791,8/27/2017,0934,WEAPON OFFENSE,13200 BLK AQUEDUCT DR
201730537,8/27/2017,0942,THEFT FROM VEHICLE,900 BLK MARCUS DR
201756788,8/27/2017,0949,LARCENY,700 BLK BRIGSTOCK CIR
201756789,8/27/2017,0957,LARCENY,800 BLK BRIGHTON LN
201756789,8/27/2017,0957,AGGRAVATED ASSAULT,800 BLK BRIGHTON LN
201730539,8/27/2017,1051,SHOPLIFTING,11700 BLK JEFFERSON AVE
201756790,8/27/2017,1058,SIMPLE ASSAULT,800 BLK BRIGHTON LN
201730540,8/27/2017,1125,LEAVING THE SCENE,0 BLK PETERS LN
201756792,8/27/2017,1232,DAMAGE PROPERTY,200 BLK LONGWOOD DR
201730541,8/27/2017,1300,VEHICLE THEFT,1400 BLK SUMMIT LN
201756793,8/27/2017,1309,"SEX ASSAULT, RAPE",12100 BLK JEFFERSON AVE
201730542,8/27/2017,1352,THEFT FROM VEHICLE,13200 BLK AQUEDUCT DR
201730543,8/27/2017,1424,THEFT FROM VEHICLE,200 BLK 32ND ST
201730544,8/27/2017,1442,LARCENY,300 BLK DEPUTY LN
201756795,8/27/2017,1446,SIMPLE ASSAULT,0 BLK HERITAGE WAY
201730545,8/27/2017,1606,LEAVING THE SCENE,500 BLK CORAL CT
201730546,8/27/2017,1614,LEAVING THE SCENE,1500 BLK GATEWOOD RD
201710027,8/27/2017,1728,FRAUD BY WIRE,6100 BLK JEFFERSON AVE
201756796,8/27/2017,1731,LARCENY,600 BLK KATES TRACE CIR
201730548,8/27/2017,1818,ANNOYING PHONE CALLS,700 BLK FLUME RUN
201756800,8/27/2017,1847,DRUG/NARCOTICS OFFENSES,BOYKIN LN / CHATHAM DR
201756797,8/27/2017,1852,LARCENY,600 BLK HAMPTON AVE
201756794,8/27/2017,1859,SIMPLE ASSAULT,900 BLK HAMPTON AVE
201756794,8/27/2017,1859,DAMAGE PROPERTY,900 BLK HAMPTON AVE
201756794,8/27/2017,1859,VEHICLE THEFT,900 BLK HAMPTON AVE
201756798,8/27/2017,1929,SIMPLE ASSAULT,600 BLK 27TH ST
201756798,8/27/2017,1929,DRUNKENNESS,600 BLK 27TH ST
201756799,8/27/2017,1946,DRUG/NARCOTICS OFFENSES,200 BLK BATSON DR
201730549,8/27/2017,2022,LARCENY,400 BLK NICEWOOD DR
201730551,8/27/2017,2056,TAMPERING WITH AUTO,0 BLK DIMMOCK AVE
201756802,8/27/2017,2132,DAMAGE PROPERTY,12900 BLK JEFFERSON AVE
201756802,8/27/2017,2132,ROBBERY,12900 BLK JEFFERSON AVE
201756802,8/27/2017,2132,WEAPON OFFENSE,12900 BLK JEFFERSON AVE
201756801,8/27/2017,2219,DAMAGE PROPERTY,500 BLK BLUE POINT TER
201756803,8/27/2017,2222,INTIMIDATION,21ST ST / WICKHAM AVE
201756803,8/27/2017,2222,SIMPLE ASSAULT,21ST ST / WICKHAM AVE
201756804,8/27/2017,2248,BURGLARY/B & E,800 BLK FORREST DR
201756804,8/27/2017,2248,SIMPLE ASSAULT,800 BLK FORREST DR
201756804,8/27/2017,2248,DAMAGE PROPERTY,800 BLK FORREST DR
201756805,8/27/2017,2302,WEAPON OFFENSE,0 BLK TEARDROP LN
201756806,8/28/2017,0044,"SEX ASSAULT, RAPE",900 BLK J CLYDE MORRIS BLVD
201730554,8/28/2017,0106,DAMAGE PROPERTY,300 BLK 51ST ST
201730555,8/28/2017,0109,DAMAGE PROPERTY,700 BLK 36TH ST
201756807,8/28/2017,0139,SIMPLE ASSAULT,300 BLK BLAIR AVE
201756808,8/28/2017,0156,DAMAGE PROPERTY,0 BLK TYLER AVE
201730556,8/28/2017,0251,THEFT FROM VEHICLE,16TH ST / RIDLEY CIR
201730557,8/28/2017,0300,LARCENY,1200 BLK 22ND ST
201756809,8/28/2017,0312,THEFT FROM VEHICLE,600 BLK GLOUCESTER DR
201756809,8/28/2017,0312,VEHICLE THEFT,600 BLK GLOUCESTER DR
201756809,8/28/2017,0312,DAMAGE PROPERTY,600 BLK GLOUCESTER DR
201730558,8/28/2017,0441,THEFT FROM VEHICLE,1100 BLK HARRY CT
201730559,8/28/2017,0550,THEFT FROM VEHICLE,0 BLK TRAVERSE RD
201730560,8/28/2017,0637,THEFT FROM VEHICLE,900 BLK MARCUS DR
201756810,8/28/2017,0653,AGGRAVATED ASSAULT,1200 BLK JEBS PL
201756810,8/28/2017,0653,WEAPON OFFENSE,1200 BLK JEBS PL
201756810,8/28/2017,0653,INTIMIDATION,1200 BLK JEBS PL
201756811,8/28/2017,0730,SHOPLIFTING,12000 BLK JEFFERSON AVE
201730561,8/28/2017,0809,THEFT FROM VEHICLE,13400 BLK WOODSIDE LN
201756812,8/28/2017,0826,LARCENY,600 BLK RIDLEY CIR
201730562,8/28/2017,0827,THEFT PARTS FROM VEHICLE,1200 BLK 28TH ST
201756813,8/28/2017,0859,DRUG/NARCOTICS OFFENSES,600 BLK RIDLEY CIR
201756813,8/28/2017,0859,AGGRAVATED ASSAULT,600 BLK RIDLEY CIR
201756813,8/28/2017,0859,DAMAGE PROPERTY,600 BLK RIDLEY CIR
201756815,8/28/2017,0928,DRUG/NARCOTICS OFFENSES,SHERWOOD PL / WARWICK BLVD
201730563,8/28/2017,0932,DAMAGE PROPERTY,300 BLK 49TH ST
201756814,8/28/2017,0936,JUVENILE - RUNAWAY,500 BLK ADAMS DR
201730565,8/28/2017,1013,TAMPERING WITH AUTO,0 BLK KENDALL DR
201730564,8/28/2017,1013,THEFT FROM VEHICLE,700 BLK SUNNYWOOD RD
201756816,8/28/2017,1128,DAMAGE PROPERTY,0 BLK EDGEMOOR DR
201730567,8/28/2017,1140,DAMAGE PROPERTY,100 BLK REPUBLIC RD
201730568,8/28/2017,1157,LARCENY,1200 BLK SPRINGWELL PL
201756817,8/28/2017,1225,JUVENILE - RUNAWAY,700 BLK 36TH ST
201730569,8/28/2017,1232,INTIMIDATION,300 BLK MAIN ST
201756818,8/28/2017,1253,SIMPLE ASSAULT,12300 BLK JEFFERSON AVE
201730570,8/28/2017,1322,EMBEZZLE,13400 BLK JEFFERSON AVE
201730571,8/28/2017,1356,FRAUD - IMPERSONATE,0 BLK BEECHMONT DR
201756820,8/28/2017,1403,FRAUD/FALSE PRETENSES/SWINDLE,1900 BLK JEFFERSON AVE
201730572,8/28/2017,1444,LARCENY,1100 BLK 28TH ST
201756824,8/28/2017,1445,WEAPON OFFENSE,500 BLK CRESCENT WAY
201756824,8/28/2017,1445,VEH RECOVERY(OUT OF JURIS),500 BLK CRESCENT WAY
201756823,8/28/2017,1502,DAMAGE PROPERTY,300 BLK CIRCUIT LN
201756819,8/28/2017,1507,BURGLARY/B & E,10700 BLK JEFFERSON AVE
201756822,8/28/2017,1514,SIMPLE ASSAULT,500 BLK 43RD ST
201756822,8/28/2017,1514,DRUG/NARCOTICS OFFENSES,500 BLK 43RD ST
201730573,8/28/2017,1533,THEFT FROM VEHICLE,12000 BLK JEFFERSON AVE
201730574,8/28/2017,1540,THEFT FROM VEHICLE,600 BLK ANTRIM DR
201730575,8/28/2017,1542,LEAVING THE SCENE,CITY CENTER BLVD / JEFFERSON AVE
201756826,8/28/2017,1544,WEAPON OFFENSE,11800 BLK JEFFERSON AVE
201730576,8/28/2017,1545,LARCENY,6100 BLK JEFFERSON AVE
201730577,8/28/2017,1559,"SEX ASSAULT, RAPE",0 BLK GREAT OAK CIR
201730579,8/28/2017,1633,DRUG/NARCOTICS OFFENSES,0 BLK MEADOW DR
201730580,8/28/2017,1718,LEAVING THE SCENE,800 BLK MILLER CREEK LN
201730581,8/28/2017,1720,LEAVING THE SCENE,BLAND BLVD / CHATHAM DR
201756829,8/28/2017,1721,DAMAGE PROPERTY,500 BLK BLAND BLVD
201756829,8/28/2017,1721,LARCENY,500 BLK BLAND BLVD
201756829,8/28/2017,1721,SIMPLE ASSAULT,500 BLK BLAND BLVD
201730583,8/28/2017,1742,THEFT FROM VEHICLE,500 BLK KNOLLS DR
201756830,8/28/2017,1753,DRUG/NARCOTICS OFFENSES,2600 BLK JEFFERSON AVE
201756830,8/28/2017,1753,OVERDOSE,2600 BLK JEFFERSON AVE
201756825,8/28/2017,1755,DRUG/NARCOTICS OFFENSES,JEFFERSON AVE / THIMBLE SHOALS BLVD
201756828,8/28/2017,1850,SIMPLE ASSAULT,1200 BLK 22ND ST
201756831,8/28/2017,1904,SIMPLE ASSAULT,5400 BLK ROANOKE AVE
201756832,8/28/2017,1929,JUVENILE - RUNAWAY,100 BLK JENNESS LN
201730584,8/28/2017,2016,INTIMIDATION,100 BLK MOTOKA DR
201756833,8/28/2017,2054,SIMPLE ASSAULT,2200 BLK CRISTON DR
201756835,8/28/2017,2152,SIMPLE ASSAULT,13400 BLK WARWICK BLVD
201730741,8/28/2017,2200,INTIMIDATION,0 BLK DEAN RAY CT
201756838,8/28/2017,2315,DAMAGE PROPERTY,3600 BLK MADISON AVE
201756837,8/28/2017,2315,WEAPON OFFENSE,200 BLK TROY DR
201756838,8/28/2017,2315,AGGRAVATED ASSAULT,3600 BLK MADISON AVE
201756838,8/28/2017,2315,ROBBERY,3600 BLK MADISON AVE
201756838,8/28/2017,2315,WEAPON OFFENSE,3600 BLK MADISON AVE
201756840,8/29/2017,0010,SIMPLE ASSAULT,0 BLK DEEP CREEK RD
201756841,8/29/2017,0029,SIMPLE ASSAULT,100 BLK RIVER TRACE WAY
201730586,8/29/2017,0046,VEH RECOVERY(OUT OF JURIS),OYSTER POINT RD / WARWICK BLVD
201730587,8/29/2017,0133,DAMAGE PROPERTY,12000 BLK JEFFERSON AVE
201756842,8/29/2017,0142,TAMPERING WITH AUTO,600 BLK WILLOW DR
201730588,8/29/2017,0159,MISSING PERSON,300 BLK FLORA DR
201756845,8/29/2017,0242,HABITUAL TRAFFIC OFFENDER,BEECHMONT DR / SUMTER DR
201756843,8/29/2017,0249,AGGRAVATED ASSAULT,800 BLK ECLIPSE CT
